https://wibes-02.wbbasket.ru/4b4a7888-ff13-11ef-ae6c-ae9ceb06c459/31393737373033-wibe-video-853/index.m3u8,251910360,False
https://wibes-07.wbbasket.ru/bed73ae9-0000-11f0-93e8-62a8c69d6065/323232373231-wibe-video-1080/index.m3u8,242083981,False
https://wibes-01.wbbasket.ru/be5b0524-00f8-11f0-a2b2-a2b330640b0b/35353439343433-wibe-video-852/index.m3u8,319090045,True
https://wibes-07.wbbasket.ru/907d2f6a-003e-11f0-bde8-169242307da4/35353336353432-wibe-video-1080/index.m3u8,240520100,False
https://wibes-07.wbbasket.ru/2587e69c-f090-11ef-972a-7e7c311fbebb/35343837373836-wibe-video-853/index.m3u8,271444885,True
https://wibes-04.wbbasket.ru/9332a907-0503-11f0-ac0f-def1835cf926/35363038363433-wibe-video-1080/index.m3u8,364429245,False
https://wibes-05.wbbasket.ru/58ce7ece-fe76-11ef-922a-6eb9ccea8b9f/35343930303331-wibe-video-1080/index.m3u8,271729901,False
https://wibes-03.wbbasket.ru/e7b0b8d9-0046-11f0-9066-b677125d692e/35353536353434-wibe-video-464/index.m3u8,114011896,False
https://wibes-05.wbbasket.ru/9c496169-05a9-11f0-97b9-eeadb59cb514/35343837313639-wibe-video-900/index.m3u8,279706846,True
https://wibes-06.wbbasket.ru/94fd1d65-e6c1-11ef-b931-26300c3e8314/35343837313639-wibe-video-1080/index.m3u8,143623218,False
https://wibes-05.wbbasket.ru/a7f83185-ff4b-11ef-a746-869ff26df103/31313235303639-wibe-video-624/index.m3u8,150691478,False
https://wibes-06.wbbasket.ru/ec042f64-ff0f-11ef-8af2-b61ccf2d77c5/31323031343730-wibe-video-1920/index.m3u8,211235023,False
https://wibes-03.wbbasket.ru/d47c61ee-ff06-11ef-b138-16736b8854de/35353230333136-wibe-video-352/index.m3u8,269153142,False
https://wibes-07.wbbasket.ru/31ff11b1-0194-11f0-a338-ae8396e9d04e/35353436313936-wibe-video-960/index.m3u8,239320783,True
https://wibes-06.wbbasket.ru/2fd2bed4-0012-11f0-8f17-52490439c9ed/35353137343636-wibe-video-852/index.m3u8,9020598,False
https://wibes-05.wbbasket.ru/7d4f7e64-0414-11f0-8dc6-960ca6d24609/32383633383830-wibe-video-464/index.m3u8,316714527,True
https://wibes-06.wbbasket.ru/e1ef8e45-ff1d-11ef-ad1b-a2e39277fd20/35343836393930-wibe-video-1080/index.m3u8,166370916,False
https://wibes-05.wbbasket.ru/04e00298-ff2f-11ef-80be-0ea13985011b/35353238353234-wibe-video-1080/index.m3u8,175649486,False
https://wibes-03.wbbasket.ru/d322b6f3-008f-11f0-aeb6-a63d1273ccf8/35353630323633-wibe-video-853/index.m3u8,174589123,False
https://wibes-07.wbbasket.ru/fc120a90-ff18-11ef-adf6-8a8bdf89fe38/32343831343930-wibe-video-1080/index.m3u8,292652401,True
https://wibes-06.wbbasket.ru/342cc643-0449-11f0-9763-56d261be8c37/383335363131-wibe-video-852/index.m3u8,305955875,False
https://wibes-07.wbbasket.ru/4d473c84-ff87-11ef-854e-8a2840156dc5/35353030323739-wibe-video-1440/index.m3u8,213944206,False
https://wibes-05.wbbasket.ru/e5e09bda-b5eb-44ba-949d-b3097b98dd1f/97649-wbkids_articles_editor-video-1080/index.m3u8,150579172,False
